banker_name,co_code,company_name,bnkhist_date
STATE BANK OF INDIA,34213,BHARTIYA INTERNATIONAL LTD.,31-03-2020
STATE BANK OF INDIA,388937,BIL ENERGY SYSTEMS LTD.,31-03-2020
STATE BANK OF INDIA,611593,BILLWIN INDUSTRIES LTD.,31-03-2020
STATE BANK OF INDIA,221000,BIO GREEN PAPERS LTD.,31-03-2020
STATE BANK OF INDIA,36081,BIOFIL CHEMICALS & PHARMACEUTICALS LTD.,31-03-2020
STATE BANK OF INDIA,36309,BIRLA CABLE LTD.,31-03-2020
STATE BANK OF INDIA,122948,BIRLASOFT LTD.,31-03-2020
STATE BANK OF INDIA,36748,BLOOM INDUSTRIES LTD.,31-03-2020
STATE BANK OF INDIA,37296,BOHRA INDUSTRIES LTD.,31-03-2020
STATE BANK OF INDIA,149711,BOSCH LTD.,31-03-2020
STATE BANK OF INDIA,415517,BRAND CONCEPTS LTD.,31-03-2020
STATE BANK OF INDIA,78469,BUTTERFLY GANDHIMATHI APPLIANCES LTD.,31-03-2020
STATE BANK OF INDIA,50692,C C L PRODUCTS (INDIA) LTD.,31-03-2020
STATE BANK OF INDIA,410695,C D G PETCHEM LTD.,31-03-2020
STATE BANK OF INDIA,52418,C G POWER & INDL. SOLUTIONS LTD.,31-03-2020
STATE BANK OF INDIA,40202,C G-V A K SOFTWARE & EXPORTS LTD.,31-03-2020
STATE BANK OF INDIA,386419,C I L NOVA PETROCHEMICALS LTD.,31-03-2020
STATE BANK OF INDIA,319710,C R P RISK MGMT. LTD.,31-03-2020
STATE BANK OF INDIA,50505,C S L FINANCE LTD.,31-03-2020
STATE BANK OF INDIA,41823,CAN FIN HOMES LTD.,31-03-2020
STATE BANK OF INDIA,465964,CAPACIT'E INFRAPROJECTS LTD.,31-03-2020
STATE BANK OF INDIA,42355,CAPTAIN POLYPLAST LTD.,31-03-2020
STATE BANK OF INDIA,539436,CAPTAIN TECHNOCAST LTD.,31-03-2020
STATE BANK OF INDIA,42443,CARBORUNDUM UNIVERSAL LTD.,31-03-2020
STATE BANK OF INDIA,42682,CARNATION INDUSTRIES LTD.,31-03-2020
STATE BANK OF INDIA,771,CEINSYS TECH LTD.,31-03-2020
STATE BANK OF INDIA,43288,CELEBRITY FASHIONS LTD.,31-03-2020
STATE BANK OF INDIA,357622,CELESTIAL BIOLABS LTD.,31-03-2020
STATE BANK OF INDIA,41136,CENTUM ELECTRONICS LTD.,31-03-2020
STATE BANK OF INDIA,43681,CENTURY EXTRUSIONS LTD.,31-03-2020
STATE BANK OF INDIA,134290,CERA SANITARYWARE LTD.,31-03-2020
STATE BANK OF INDIA,44742,CHANDRA PRABHU INTL. LTD.,31-03-2020
STATE BANK OF INDIA,391895,CHENNAI FERROUS INDS. LTD.,31-03-2020
STATE BANK OF INDIA,46009,CHENNAI PETROLEUM CORPN. LTD.,31-03-2020
STATE BANK OF INDIA,46309,CHEVIOT CO. LTD.,31-03-2020
STATE BANK OF INDIA,47245,CHOKSI LABORATORIES LTD.,31-03-2020
STATE BANK OF INDIA,48960,COCHIN SHIPYARD LTD.,31-03-2020
STATE BANK OF INDIA,398310,COMMERCIAL SYN BAGS LTD.,31-03-2020
STATE BANK OF INDIA,49733,COMPETENT AUTOMOBILES CO. LTD.,31-03-2020
STATE BANK OF INDIA,50188,CONCORD DRUGS LTD.,31-03-2020
STATE BANK OF INDIA,50445,CONSOLIDATED CONSTRUCTION CONSORTIUM LTD.,31-03-2020
STATE BANK OF INDIA,50756,CONTINENTAL SECURITIES LTD.,31-03-2020
STATE BANK OF INDIA,51238,COROMANDEL INTERNATIONAL LTD.,31-03-2020
STATE BANK OF INDIA,51545,COSMO FERRITES LTD.,31-03-2020
STATE BANK OF INDIA,40971,COSYN LTD.,31-03-2020
STATE BANK OF INDIA,52835,CUMMINS INDIA LTD.,31-03-2020
STATE BANK OF INDIA,53478,D C M SHRIRAM INDS. LTD.,31-03-2020
STATE BANK OF INDIA,48886,D I C INDIA LTD.,31-12-2019
STATE BANK OF INDIA,54885,DABUR INDIA LTD.,31-03-2020
STATE BANK OF INDIA,506149,DALMIA BHARAT LTD.,31-03-2020
STATE BANK OF INDIA,55415,DALMIA INDUSTRIAL DEVP. LTD.,31-03-2020
STATE BANK OF INDIA,55598,DAMODAR INDUSTRIES LTD.,31-03-2020
STATE BANK OF INDIA,359126,DATA PATTERNS (INDIA) LTD.,31-03-2020
STATE BANK OF INDIA,56846,DECCAN BEARINGS LTD.,31-03-2020
STATE BANK OF INDIA,56857,DECCAN CEMENTS LTD.,31-03-2020
STATE BANK OF INDIA,56927,DECCAN POLYPACKS LTD.,31-03-2020
STATE BANK OF INDIA,57235,DEEP ENERGY RESOURCES LTD.,31-03-2020
STATE BANK OF INDIA,57378,DEEPAK FERTILISERS & PETROCHEMICALS CORPN. LTD.,31-03-2020
STATE BANK OF INDIA,57447,DEEPAK NITRITE LTD.,31-03-2020
STATE BANK OF INDIA,57488,DEEPAK SPINNERS LTD.,31-03-2020
STATE BANK OF INDIA,58618,DESH RAKSHAK AUSHDHALAYA LTD.,31-03-2020
STATE BANK OF INDIA,59231,DEVINE IMPEX LTD.,31-03-2020
STATE BANK OF INDIA,53755,DHUNSERI INVESTMENTS LTD.,31-03-2020
STATE BANK OF INDIA,60604,DHUNSERI TEA & INDS. LTD.,31-03-2020
STATE BANK OF INDIA,60710,DIAMINES & CHEMICALS LTD.,31-03-2020
STATE BANK OF INDIA,385270,DISHMAN CARBOGEN AMCIS LTD.,31-03-2020
STATE BANK OF INDIA,61957,DIVI'S LABORATORIES LTD.,31-03-2020
STATE BANK OF INDIA,62134,DIVYASHAKTI LTD.,31-03-2020
STATE BANK OF INDIA,85402,DOLLAR INDUSTRIES LTD.,31-03-2020
STATE BANK OF INDIA,62538,DONEAR INDUSTRIES LTD.,31-03-2020
STATE BANK OF INDIA,62893,DR. AGARWAL'S EYE HOSPITAL LTD.,31-03-2020
STATE BANK OF INDIA,215349,DUNCAN ENGINEERING LTD.,31-03-2020
STATE BANK OF INDIA,63879,DUROPACK LTD.,31-03-2020
STATE BANK OF INDIA,26124,DWITIYA TRADING LTD.,31-03-2020
STATE BANK OF INDIA,64529,E I D-PARRY (INDIA) LTD.,31-03-2020
STATE BANK OF INDIA,596150,EARUM PHARMACEUTICALS LTD.,31-03-2020
STATE BANK OF INDIA,65174,EASTCOAST STEEL LTD.,31-03-2020
STATE BANK OF INDIA,64728,EASTERN SILK INDS. LTD.,31-03-2020
STATE BANK OF INDIA,66211,EIMCO ELECON (INDIA) LTD.,31-03-2020
STATE BANK OF INDIA,66237,EKAM LEASING & FINANCE CO. LTD.,31-03-2020
STATE BANK OF INDIA,66383,ELANGO INDUSTRIES LTD.,31-03-2020
STATE BANK OF INDIA,66493,ELDECO HOUSING & INDS. LTD.,31-03-2020
STATE BANK OF INDIA,66532,ELECON ENGINEERING CO. LTD.,31-03-2020
STATE BANK OF INDIA,404887,ELGI RUBBER CO. LTD.,31-03-2020
STATE BANK OF INDIA,67251,ELNET TECHNOLOGIES LTD.,31-03-2020
STATE BANK OF INDIA,87169,EMAMI PAPER MILLS LTD.,31-03-2020
STATE BANK OF INDIA,67798,EMMBI INDUSTRIES LTD.,31-03-2020
STATE BANK OF INDIA,68332,ENGINEERS INDIA LTD.,31-03-2020
STATE BANK OF INDIA,68609,ENTERPRISE INTERNATIONAL LTD.,31-03-2020
STATE BANK OF INDIA,70231,EUROTEX INDUSTRIES & EXPORTS LTD.,31-03-2020
STATE BANK OF INDIA,70379,EVEREST KANTO CYLINDER LTD.,31-03-2020
STATE BANK OF INDIA,71060,EXIDE INDUSTRIES LTD.,31-03-2020
STATE BANK OF INDIA,72604,FEDDERS ELECTRIC & ENGG. LTD.,31-03-2020
STATE BANK OF INDIA,72842,"FERTILISERS & CHEMICALS, TRAVANCORE LTD.",31-03-2020
STATE BANK OF INDIA,200446,FLORA CORPORATION LTD.,31-03-2020
STATE BANK OF INDIA,74816,FOUNDRY FUEL PRODUCTS LTD.,31-03-2020
STATE BANK OF INDIA,75378,FRONTIER SPRINGS LTD.,31-03-2020
STATE BANK OF INDIA,28516,FUNDVISER CAPITAL (INDIA) LTD.,31-03-2020
STATE BANK OF INDIA,237791,FUTURE CONSUMER LTD.,31-03-2020
STATE BANK OF INDIA,390114,FUTURE SUPPLY CHAIN SOLUTIONS LTD.,31-03-2020
STATE BANK OF INDIA,86729,G H C L LTD.,31-03-2020
STATE BANK OF INDIA,375513,G I ENGINEERING SOLUTIONS LTD.,31-03-2020
STATE BANK OF INDIA,76413,G K B OPHTHALMICS LTD.,31-03-2020
STATE BANK OF INDIA,76683,G M M PFAUDLER LTD.,31-03-2020
STATE BANK OF INDIA,96520,G O C L CORPN. LTD.,31-03-2020
STATE BANK OF INDIA,247501,G P T INFRAPROJECTS LTD.,31-03-2020
STATE BANK OF INDIA,77055,G R M OVERSEAS LTD.,31-03-2020
STATE BANK OF INDIA,77989,GALAXY BEARINGS LTD.,31-03-2020
STATE BANK OF INDIA,370147,GALLANTT ISPAT LTD.,31-03-2020
STATE BANK OF INDIA,372042,GALLANTT ISPAT LTD. [MERGED],31-03-2020
STATE BANK OF INDIA,78586,GANESHA ECOSPHERE LTD.,31-03-2020
STATE BANK OF INDIA,78917,GANGOTRI TEXTILES LTD.,31-03-2020
STATE BANK OF INDIA,79141,GARDEN REACH SHIPBUILDERS & ENGINEERS LTD.,31-03-2020
STATE BANK OF INDIA,79600,GATI LTD.,31-03-2020
STATE BANK OF INDIA,87975,GEECEE VENTURES LTD.,31-03-2020
STATE BANK OF INDIA,271498,GENERIC ENGINEERING CONSTRUCTION & PROJECTS LTD.,31-03-2020
STATE BANK OF INDIA,80856,GENESYS INTERNATIONAL CORPN. LTD.,31-03-2020
STATE BANK OF INDIA,81630,GINI SILK MILLS LTD.,31-03-2020
STATE BANK OF INDIA,81643,GINNI FILAMENTS LTD.,31-03-2020
STATE BANK OF INDIA,82235,GLITTEK GRANITES LTD.,31-03-2020
STATE BANK OF INDIA,79489,GLOBAL OFFSHORE SERVICES LTD.,31-03-2020
STATE BANK OF INDIA,375672,GLOBUS SPIRITS LTD.,31-03-2020
STATE BANK OF INDIA,119579,GLOSTER LTD.,31-03-2020
STATE BANK OF INDIA,41747,GOBLIN INDIA LTD.,31-03-2020
STATE BANK OF INDIA,82913,GODAVARI DRUGS LTD.,31-03-2020
STATE BANK OF INDIA,82982,GODFREY PHILLIPS INDIA LTD.,31-03-2020
STATE BANK OF INDIA,83025,GODREJ PROPERTIES LTD.,31-03-2020
STATE BANK OF INDIA,489164,GOKUL AGRO RESOURCES LTD.,31-03-2020
STATE BANK OF INDIA,83294,GOKUL REFOILS & SOLVENT LTD.,31-03-2020
STATE BANK OF INDIA,83978,GOLKUNDA DIAMONDS & JEWELLERY LTD.,31-03-2020
STATE BANK OF INDIA,84962,GOWRA LEASING & FINANCE LTD.,31-03-2020
STATE BANK OF INDIA,85336,GRANDMA TRADING & AGENCIES LTD.,31-03-2020
STATE BANK OF INDIA,351367,GRAVITA INDIA LTD.,31-03-2020
STATE BANK OF INDIA,85647,GREAVES COTTON LTD.,31-03-2020
STATE BANK OF INDIA,86604,GUJARAT ALKALIES & CHEMICALS LTD.,31-03-2020
STATE BANK OF INDIA,86669,GUJARAT CONTAINERS LTD.,31-03-2020
STATE BANK OF INDIA,86675,GUJARAT CRAFT INDS. LTD.,31-03-2020
STATE BANK OF INDIA,86895,GUJARAT SIDHEE CEMENT LTD.,31-03-2020
STATE BANK OF INDIA,87207,GULSHAN POLYOLS LTD.,31-03-2020
STATE BANK OF INDIA,88153,H B L POWER SYSTEMS LTD.,31-03-2020
STATE BANK OF INDIA,88240,H C L INFOSYSTEMS LTD.,31-03-2020
STATE BANK OF INDIA,88356,H E G LTD.,31-03-2020
STATE BANK OF INDIA,245202,H L E GLASCOAT LTD.,31-03-2020
STATE BANK OF INDIA,88879,H P COTTON TEXTILE MILLS LTD.,31-03-2020
STATE BANK OF INDIA,398556,H P L ELECTRIC & POWER LTD.,31-03-2020
STATE BANK OF INDIA,89490,HALDYN GLASS LTD.,31-03-2020
STATE BANK OF INDIA,90657,HARITA SEATING SYSTEMS LTD. [MERGED],31-03-2020
STATE BANK OF INDIA,91480,HATSUN AGRO PRODUCTS LTD.,31-03-2020
STATE BANK OF INDIA,92629,HESTER BIOSCIENCES LTD.,31-03-2020
STATE BANK OF INDIA,92893,HI-TECH PIPES LTD.,31-03-2020
STATE BANK OF INDIA,257043,HIGH STREET FILATEX LTD.,31-03-2020
STATE BANK OF INDIA,86625,HIM TEKNOFORGE LTD.,31-03-2020
STATE BANK OF INDIA,93464,HIMACHAL FIBRES LTD.,31-03-2020
STATE BANK OF INDIA,93633,HIMALAYA FOOD INTL. LTD.,31-03-2020
STATE BANK OF INDIA,93954,HINDUSTAN AERONAUTICS LTD.,31-03-2020
STATE BANK OF INDIA,94000,HINDUSTAN COPPER LTD.,31-03-2020
STATE BANK OF INDIA,94033,HINDUSTAN FLUORO CARBONS LTD.,31-03-2020
STATE BANK OF INDIA,94096,HINDUSTAN ORGANIC CHEMICALS LTD.,31-03-2020
STATE BANK OF INDIA,94103,HINDUSTAN PETROLEUM CORPN. LTD.,31-03-2020
STATE BANK OF INDIA,92067,I D INFO BUSINESS SERVICES LTD.,31-03-2020
STATE BANK OF INDIA,394565,I F G L REFRACTORIES LTD.,31-03-2020
STATE BANK OF INDIA,96611,I G PETROCHEMICALS LTD.,31-03-2020
STATE BANK OF INDIA,96761,I M P POWERS LTD.,31-03-2020
STATE BANK OF INDIA,373589,I R B INFRASTRUCTURE DEVELOPERS LTD.,31-03-2020
STATE BANK OF INDIA,562480,I R B INVIT FUND,31-03-2020
STATE BANK OF INDIA,97032,I S T LTD.,31-03-2020
STATE BANK OF INDIA,97092,I T I LTD.,31-03-2020
STATE BANK OF INDIA,97106,I T L INDUSTRIES LTD.,31-03-2020
STATE BANK OF INDIA,97856,IMPEX FERRO TECH LTD.,31-03-2020
STATE BANK OF INDIA,97970,INANI MARBLES & INDS. LTD.,31-03-2020
STATE BANK OF INDIA,97998,INCAP LTD.,31-03-2020
STATE BANK OF INDIA,98041,INCON ENGINEERS LTD.,31-03-2020
STATE BANK OF INDIA,98125,INDAG RUBBER LTD.,31-03-2020
STATE BANK OF INDIA,98445,INDIA GLYCOLS LTD.,31-03-2020
STATE BANK OF INDIA,98519,INDIA MOTOR PARTS & ACCESSORIES LTD.,31-03-2020
STATE BANK OF INDIA,98828,INDIAN HUME PIPE CO. LTD.,31-03-2020
STATE BANK OF INDIA,98907,INDIAN OIL CORPN. LTD.,31-03-2020
STATE BANK OF INDIA,388826,INDIAN TERRAIN FASHIONS LTD.,31-03-2020
STATE BANK OF INDIA,99038,INDIAN TONERS & DEVELOPERS LTD.,31-03-2020
STATE BANK OF INDIA,99971,INDSIL HYDRO POWER & MANGANESE LTD.,31-03-2020
STATE BANK OF INDIA,101023,INNOVATIVE TYRES & TUBES LTD.,31-03-2020
STATE BANK OF INDIA,101113,INSECTICIDES (INDIA) LTD.,31-03-2020
STATE BANK OF INDIA,101410,INTEGRA SWITCHGEAR LTD.,31-03-2020
STATE BANK OF INDIA,101547,INTEGRATED TECHNOLOGIES LTD.,31-03-2020
STATE BANK OF INDIA,101982,INTERNATIONAL CONVEYORS LTD.,31-03-2020
STATE BANK OF INDIA,212698,ISGEC HEAVY ENGG. LTD.,31-03-2020
STATE BANK OF INDIA,103141,IYKOT HITECH TOOLROOM LTD.,31-03-2020
STATE BANK OF INDIA,103848,J K LAKSHMI CEMENT LTD.,31-03-2020
STATE BANK OF INDIA,103937,J K PAPER LTD.,31-03-2020
STATE BANK OF INDIA,230893,J T E K T INDIA LTD.,31-03-2020
STATE BANK OF INDIA,105571,JAGSON AIRLINES LTD.,31-03-2020
STATE BANK OF INDIA,440686,JAMES WARREN TEA LTD.,31-03-2020
STATE BANK OF INDIA,107169,JAMNA AUTO INDS. LTD.,31-03-2020
STATE BANK OF INDIA,107690,JASH ENGINEERING LTD.,31-03-2020
STATE BANK OF INDIA,365550,JET INFRAVENTURE LTD.,31-03-2020
STATE BANK OF INDIA,511968,JHANDEWALAS FOODS LTD.,31-03-2020
STATE BANK OF INDIA,109774,JINDAL DRILLING & INDS. LTD.,31-03-2020
STATE BANK OF INDIA,214966,JINDAL SAW LTD.,31-03-2020
STATE BANK OF INDIA,440585,JOINTECA EDUCATION SOLUTIONS LTD.,31-03-2020
STATE BANK OF INDIA,110832,JUMBO BAG LTD.,31-03-2020
STATE BANK OF INDIA,87400,K & R RAIL ENGG. LTD.,31-03-2020
STATE BANK OF INDIA,111615,K C P SUGAR & INDS. CORPN. LTD.,31-03-2020
STATE BANK OF INDIA,111865,K G PETROCHEM LTD.,31-03-2020
STATE BANK OF INDIA,114160,K I C METALIKS LTD.,31-03-2020
STATE BANK OF INDIA,123962,K K FINCORP LTD.,31-03-2020
STATE BANK OF INDIA,215745,K M C SPECIALITY HOSPITALS (INDIA) LTD.,31-03-2020
STATE BANK OF INDIA,112554,K M SUGAR MILLS LTD.,31-03-2020
STATE BANK OF INDIA,112667,K N R CONSTRUCTIONS LTD.,31-03-2020
STATE BANK OF INDIA,518465,K P ENERGY LTD.,31-03-2020
STATE BANK OF INDIA,112888,K R B L LTD.,31-03-2020
STATE BANK OF INDIA,113706,KABRA EXTRUSION TECHNIK LTD.,31-03-2020
STATE BANK OF INDIA,114150,KAJARIA CERAMICS LTD.,31-03-2020
STATE BANK OF INDIA,114212,KAKATIYA CEMENT SUGAR & INDS. LTD.,31-03-2020
STATE BANK OF INDIA,114969,KALYANI FORGE LTD.,31-03-2020
STATE BANK OF INDIA,115051,KAMADGIRI FASHION LTD.,31-03-2020
STATE BANK OF INDIA,115913,KANCO ENTERPRISES LTD.,31-03-2020
STATE BANK OF INDIA,116315,KANPUR PLASTIPACK LTD.,31-03-2020
STATE BANK OF INDIA,116594,KAPASHI COMMERCIAL LTD.,31-03-2020
STATE BANK OF INDIA,437934,KARNIMATA COLD STORAGE LTD.,31-03-2020
STATE BANK OF INDIA,119312,KERNEX MICROSYSTEMS (INDIA) LTD.,31-03-2020
STATE BANK OF INDIA,380929,KESAR TERMINALS & INFRASTRUCTURE LTD.,31-03-2020
STATE BANK OF INDIA,119763,KHADIM INDIA LTD.,31-03-2020
STATE BANK OF INDIA,119790,KHAITAN CHEMICALS & FERTILIZERS LTD.,31-03-2020
STATE BANK OF INDIA,120703,KILPEST INDIA LTD.,31-03-2020
STATE BANK OF INDIA,120802,KINETIC TRUST LTD.,31-03-2020
STATE BANK OF INDIA,383930,KIRLOSKAR OIL ENGINES LTD.,31-03-2020
STATE BANK OF INDIA,121506,KITEX GARMENTS LTD.,31-03-2020
STATE BANK OF INDIA,114686,KKALPANA INDUSTRIES (INDIA) LTD.,31-03-2020
STATE BANK OF INDIA,25574,KOBO BIOTECH LTD.,31-03-2020
STATE BANK OF INDIA,122366,KOPRAN LTD.,31-03-2020
STATE BANK OF INDIA,123651,KRITI INDUSTRIES (INDIA) LTD.,31-03-2020
STATE BANK OF INDIA,123656,KRITI NUTRIENTS LTD.,31-03-2020
STATE BANK OF INDIA,125198,L C C INFOTECH LTD.,31-03-2020
STATE BANK OF INDIA,423537,LAGNAM SPINTEX LTD.,31-03-2020
STATE BANK OF INDIA,126122,LAHOTI OVERSEAS LTD.,31-03-2020
STATE BANK OF INDIA,128795,LINCOLN PHARMACEUTICALS LTD.,31-03-2020
STATE BANK OF INDIA,136291,M B L INFRASTRUCTURES LTD.,31-03-2020
STATE BANK OF INDIA,151389,M F L INDIA LTD.,31-03-2020
STATE BANK OF INDIA,339454,M I C ELECTRONICS LTD.,31-03-2020
STATE BANK OF INDIA,285996,M S P STEEL & POWER LTD.,31-03-2020
STATE BANK OF INDIA,133547,MAC CHARLES (INDIA) LTD.,31-03-2020
STATE BANK OF INDIA,133937,MADHAV MARBLES & GRANITES LTD.,31-03-2020
STATE BANK OF INDIA,134457,MADRAS FERTILIZERS LTD.,31-03-2020
STATE BANK OF INDIA,520493,MAGADH SUGAR & ENERGY LTD.,31-03-2020
STATE BANK OF INDIA,135496,MAHANAGAR TELEPHONE NIGAM LTD.,31-03-2020
STATE BANK OF INDIA,406067,MAHESHWARI LOGISTICS LTD.,31-03-2020
STATE BANK OF INDIA,581279,MAHICKRA CHEMICALS LTD.,31-03-2020
STATE BANK OF INDIA,136636,MAITHAN ALLOYS LTD.,31-03-2020
STATE BANK OF INDIA,137511,MALU PAPER MILLS LTD.,31-03-2020
STATE BANK OF INDIA,137688,MAN INDUSTRIES (INDIA) LTD.,31-03-2020
STATE BANK OF INDIA,414625,MANAKSIA ALUMINIUM CO. LTD.,31-03-2020
STATE BANK OF INDIA,414626,MANAKSIA COATED METALS & INDS. LTD.,31-03-2020
STATE BANK OF INDIA,94210,MANAKSIA LTD.,31-03-2020
STATE BANK OF INDIA,138278,MANGALAM CEMENT LTD.,31-03-2020
STATE BANK OF INDIA,138286,MANGALAM DRUGS & ORGANICS LTD.,31-03-2020
STATE BANK OF INDIA,138335,MANGALAM TIMBER PRODUCTS LTD. [MERGED],31-03-2020
STATE BANK OF INDIA,486592,MANORAMA INDUSTRIES LTD.,31-03-2020
STATE BANK OF INDIA,139389,MANRAJ HOUSING FINANCE LTD.,31-03-2020
STATE BANK OF INDIA,139685,MANUGRAPH INDIA LTD.,31-03-2020
STATE BANK OF INDIA,140097,MARICO LTD.,31-03-2020
STATE BANK OF INDIA,245784,MARKSANS PHARMA LTD.,31-03-2020
STATE BANK OF INDIA,166893,MATRA KAUSHAL ENTERPRISE LTD.,31-03-2020
STATE BANK OF INDIA,202690,MAWANA SUGARS LTD.,31-03-2020
STATE BANK OF INDIA,142323,MAYUR FLOORINGS LTD.,31-03-2020
STATE BANK OF INDIA,142464,MAZDA LTD.,31-03-2020
STATE BANK OF INDIA,143561,MEGHMANI ORGANICS LTD. [MERGED],31-03-2020
STATE BANK OF INDIA,144285,MERCATOR LTD.,31-03-2020
STATE BANK OF INDIA,144376,MERCURY LABORATORIES LTD.,31-03-2020
STATE BANK OF INDIA,82276,METROGLOBAL LTD.,31-03-2020
STATE BANK OF INDIA,146104,MILKFOOD LTD.,31-03-2020
STATE BANK OF INDIA,146797,MIRC ELECTRONICS LTD.,31-03-2020
STATE BANK OF INDIA,92995,MISHTANN FOODS LTD.,31-03-2020
STATE BANK OF INDIA,189508,MOHOTA INDUSTRIES LTD.,31-03-2020
STATE BANK OF INDIA,390701,MONTE CARLO FASHIONS LTD.,31-03-2020
STATE BANK OF INDIA,150468,MULLER & PHIPPS (INDIA) LTD.,31-03-2020
STATE BANK OF INDIA,86677,MUNJAL AUTO INDS. LTD.,31-03-2020
STATE BANK OF INDIA,153357,N A C L INDUSTRIES LTD.,31-03-2020
STATE BANK OF INDIA,155548,N B C C (INDIA) LTD.,31-03-2020
STATE BANK OF INDIA,151659,N B I INDUSTRIAL FINANCE CO. LTD.,31-03-2020
STATE BANK OF INDIA,151714,N C C BLUE WATER PRODUCTS LTD.,31-03-2020
STATE BANK OF INDIA,153366,N C C LTD.,31-03-2020
STATE BANK OF INDIA,155600,N H P C LTD.,31-03-2020
STATE BANK OF INDIA,158982,N L C INDIA LTD.,31-03-2020
STATE BANK OF INDIA,155630,N M D C LTD.,31-03-2020
STATE BANK OF INDIA,153269,NAGA DHUNSERI GROUP LTD.,31-03-2020
STATE BANK OF INDIA,153567,NAGPUR POWER & INDS. LTD.,31-03-2020
STATE BANK OF INDIA,109859,NALWA SONS INVSTS. LTD.,31-03-2020
STATE BANK OF INDIA,236197,NARBADA GEMS & JEWELLERY LTD.,31-03-2020
STATE BANK OF INDIA,192531,NATH INDUSTRIES LTD.,31-03-2020
STATE BANK OF INDIA,155590,NATIONAL GENERAL INDS. LTD.,31-03-2020
STATE BANK OF INDIA,155801,NATURAL CAPSULES LTD.,31-03-2020
STATE BANK OF INDIA,155990,NAVA LTD.,31-03-2020
STATE BANK OF INDIA,176967,NAVIN FLUORINE INTL. LTD.,31-03-2020
STATE BANK OF INDIA,157436,NELCAST LTD.,31-03-2020
STATE BANK OF INDIA,157605,NEOGEN CHEMICALS LTD.,31-03-2020
STATE BANK OF INDIA,157985,NETRIPPLES SOFTWARE LTD.,31-03-2020
STATE BANK OF INDIA,158089,NEULAND LABORATORIES LTD.,31-03-2020
STATE BANK OF INDIA,80858,NIHAR INFO GLOBAL LTD.,31-03-2020
STATE BANK OF INDIA,159783,NILKAMAL LTD.,31-03-2020
STATE BANK OF INDIA,160107,NIRAJ ISPAT INDS. LTD.,31-03-2020
STATE BANK OF INDIA,119221,NITTA GELATIN INDIA LTD.,31-03-2020
STATE BANK OF INDIA,161350,NORBEN TEA & EXPORTS LTD.,31-03-2020
STATE BANK OF INDIA,126061,NUVOCO VISTAS CORPORATION LTD.,31-03-2020
STATE BANK OF INDIA,163226,OIL & NATURAL GAS CORPN. LTD.,31-03-2020
STATE BANK OF INDIA,163228,OIL COUNTRY TUBULAR LTD.,31-03-2020
STATE BANK OF INDIA,163229,OIL INDIA LTD.,31-03-2020
STATE BANK OF INDIA,83912,OLECTRA GREENTECH LTD.,31-03-2020
STATE BANK OF INDIA,163705,OMAXE LTD.,31-03-2020
STATE BANK OF INDIA,164456,OPTO CIRCUITS (INDIA) LTD.,31-03-2020
STATE BANK OF INDIA,164563,ORBIT EXPORTS LTD.,31-03-2020
STATE BANK OF INDIA,164629,ORCHID PHARMA LTD.,31-03-2020
STATE BANK OF INDIA,164740,ORIENT ABRASIVES LTD.,31-03-2020
STATE BANK OF INDIA,164762,ORIENT BELL LTD.,31-03-2020
STATE BANK OF INDIA,164761,ORIENT CEMENT LTD.,31-03-2020
STATE BANK OF INDIA,561140,ORIENT ELECTRIC LTD.,31-03-2020
STATE BANK OF INDIA,164895,ORIENTAL CARBON & CHEMICALS LTD.,31-03-2020
STATE BANK OF INDIA,165172,ORISSA MINERALS DEVELOPMENT CO. LTD.,31-03-2020
STATE BANK OF INDIA,165356,OSCAR GLOBAL LTD.,31-03-2020
STATE BANK OF INDIA,165578,OSWAL YARNS LTD.,31-03-2020
STATE BANK OF INDIA,180663,P A E LTD.,31-03-2020
STATE BANK OF INDIA,165991,P B M POLYTEX LTD.,31-03-2020
STATE BANK OF INDIA,388233,P G ELECTROPLAST LTD.,31-03-2020
STATE BANK OF INDIA,166523,P I INDUSTRIES LTD.,31-03-2020
STATE BANK OF INDIA,553401,P S P PROJECTS LTD.,31-03-2020
STATE BANK OF INDIA,167786,P T C INDUSTRIES LTD.,31-03-2020
STATE BANK OF INDIA,180416,PACT INDUSTRIES LTD.,31-03-2020
STATE BANK OF INDIA,168889,PALCO METALS LTD.,31-03-2020
STATE BANK OF INDIA,141661,PANASONIC ENERGY INDIA CO. LTD.,31-03-2020
STATE BANK OF INDIA,169500,PANCHMAHAL STEEL LTD.,31-03-2020
STATE BANK OF INDIA,169832,PANKAJ POLYMERS LTD.,31-03-2020
STATE BANK OF INDIA,170085,PANYAM CEMENTS & MINERAL INDS. LTD.,31-03-2020
STATE BANK OF INDIA,170798,PARAS PETROFILS LTD.,31-03-2020
STATE BANK OF INDIA,171077,PARENTERAL DRUGS (INDIA) LTD.,31-03-2020
STATE BANK OF INDIA,171270,PARIKSHA FIN-INVEST-LEASE LTD.,31-03-2020
STATE BANK OF INDIA,123278,PARNAX LAB LTD.,31-03-2020
STATE BANK OF INDIA,184359,PARTANI APPLIANCES LTD.,31-03-2020
STATE BANK OF INDIA,471263,PARVATI SWEETNERS & POWER LTD.,31-03-2020
STATE BANK OF INDIA,200649,PATANJALI FOODS LTD.,31-03-2020
STATE BANK OF INDIA,173421,PEE CEE COSMA SOPE LTD.,31-03-2020
